PacketCounter,SampleTimeFine,Pelvis_Acc_X,Pelvis_Acc_Y,Pelvis_Acc_Z,Pelvis_Gyr_X,Pelvis_Gyr_Y,Pelvis_Gyr_Z,RT_Acc_X,RT_Acc_Y,RT_Acc_Z,RT_Gyr_X,RT_Gyr_Y,RT_Gyr_Z,LT_Acc_X,LT_Acc_Y,LT_Acc_Z,LT_Gyr_X,LT_Gyr_Y,LT_Gyr_Z,RS_Acc_X,RS_Acc_Y,RS_Acc_Z,RS_Gyr_X,RS_Gyr_Y,RS_Gyr_Z,LS_Acc_X,LS_Acc_Y,LS_Acc_Z,LS_Gyr_X,LS_Gyr_Y,LS_Gyr_Z
52863,0,4.516585,1.297183,11.45193,0.102539,0.33291,-0.343324,46.833444,-37.618045,15.142573,3.352076,0.446867,-2.432587,12.364834,-2.492905,-6.246468,-0.351173,2.604836,-3.132167,56.773293,-16.970664,-0.175089,3.009329,2.081999,-3.055461,14.509515,2.763631,-11.717369,0.995545,-2.72118,3.676775
52864,0,9.283803,5.795845,11.2127,-1.080453,0.328679,0.033303,25.041852,16.597879,2.734282,4.502019,2.294568,1.162166,23.430436,-1.614208,-1.823957,1.23994,2.322154,-2.664732,-1.253937,16.693379,18.599451,-0.509261,2.276966,-3.71558,19.689528,9.43482,-8.795402,-1.692861,-1.976607,2.738337
52865,0,13.618654,6.486167,-1.737809,-0.768935,-0.254976,0.190431,-5.252884,41.832365,3.162953,0.92659,2.172841,1.258497,21.477527,-1.655692,1.07303,1.928561,1.675014,-3.753184,-1.202602,12.521118,-2.638202,1.184515,1.120763,-3.076146,6.410788,7.64192,-4.552126,-3.192895,-1.807114,1.362088
52866,0,13.35035,-2.484034,-0.933891,-0.392877,0.278436,-0.205308,-0.52684,13.842661,-6.360221,-5.381334,0.028276,-0.318596,15.289469,0.762541,-1.694012,0.557353,1.250582,-4.457566,9.496254,12.579993,-2.702099,-0.349197,0.595043,-2.982196,8.78742,7.902668,-1.894929,-2.773785,-1.232323,-0.655705
52867,0,13.93046,-2.548981,5.320069,-1.096252,0.694899,-0.224766,5.086867,-7.603404,-2.145468,-4.132085,0.207411,-1.151064,16.641702,-0.564703,-3.481971,0.449746,1.462446,-4.27745,11.051635,9.282817,-0.01166,-1.600073,1.202344,-2.485492,7.619153,2.625734,-5.909587,-2.243329,-0.528212,-2.39441
52868,0,14.305469,5.779636,2.831642,-0.859918,0.3558,0.060425,21.168428,-6.306932,-2.535497,-1.247913,0.373664,-1.300901,14.427678,-0.223747,-1.122962,0.703625,1.512329,-4.050849,6.727758,1.718892,-0.351913,-1.418859,1.046089,-2.253784,8.340212,0.81003,-3.046544,-1.176343,0.616043,-3.924272
52869,0,11.65819,3.35082,1.257363,-0.510867,0.355798,0.05951,14.978912,3.43941,-0.996353,-1.124297,0.916123,-0.392771,11.610906,-0.115681,-0.003275,0.370977,1.014605,-3.994322,11.182587,7.079334,-0.468546,-1.133855,0.981065,-2.132431,9.793444,1.654494,-0.1683,-0.295352,1.614247,-4.988928
52870,0,11.999721,-1.245587,1.616759,-0.290681,0.248337,-0.176583,7.701949,-1.525989,-1.983855,-1.572723,0.943726,-0.906988,11.484811,0.391286,-1.669497,-0.358037,0.592683,-3.912992,7.333918,7.986853,-2.102727,-2.031526,1.00901,-1.827114,10.501856,0.293687,0.696033,-0.453854,2.462077,-5.808735
52871,0,12.442714,-1.721766,0.591995,-0.254059,0.129204,-0.218354,9.217717,-1.580681,-2.662762,-1.274943,0.801704,-1.604552,10.302286,0.278999,-2.5783,-0.986975,0.461039,-3.470838,8.629614,5.420225,-0.359906,-1.572076,0.99445,-1.694307,10.685088,-0.981372,0.283851,-0.704014,3.04382,-6.574313
52872,0,12.060995,-0.352143,-0.206546,-0.222473,-0.031471,0.017509,10.098874,-1.3652,-2.363412,-1.28113,0.578763,-1.825101,8.150388,0.755656,-2.458557,-1.694158,0.266336,-2.725852,8.55066,6.332937,-1.996841,-1.546777,1.087493,-1.55948,10.914173,-1.305861,-1.126785,-1.169103,3.465736,-7.2415
52873,0,11.050962,-0.220702,-0.445177,-0.079994,-0.219727,0.292054,11.054921,-3.9961,-2.281573,-1.132011,0.424833,-2.073808,4.502126,-0.659223,-1.861666,-2.131079,0.113192,-1.758884,9.547647,4.761694,-1.489765,-1.566456,1.126173,-1.404054,13.023699,-5.554161,-1.984108,-2.102942,3.612767,-7.840873
52874,0,10.838683,0.240231,-0.533592,0.092583,-0.483058,0.488322,11.802906,-3.906835,-2.225708,-0.784205,0.393705,-2.313702,0.49297,-4.101638,-2.476259,-1.860208,-0.246288,-0.664474,10.229867,5.544251,-1.222934,-1.381382,1.171943,-1.316147,15.779826,-13.951118,-4.484933,-1.2105,4.017092,-8.264211
52875,0,11.05835,1.327076,-0.813497,0.422177,-0.6688,0.591437,13.055826,-4.239552,-4.163075,-0.644125,0.396112,-2.511034,-2.24892,-6.410999,-1.782513,-0.886241,-0.432935,0.162508,11.414791,6.975513,-1.840385,-1.569313,1.300245,-1.140361,14.957978,-16.811701,-7.333776,0.594908,4.334479,-8.39264
52876,0,10.48244,1.055385,-0.792806,0.623942,-0.787252,0.640193,14.493212,-6.375514,-4.7908,-0.505876,0.567108,-2.736309,-3.019973,-7.825192,-1.104599,0.365872,-0.825586,0.367016,12.832515,5.945467,-2.001571,-1.626315,1.476273,-0.996733,15.67747,-13.723348,-9.250372,1.535059,4.250167,-8.179919
52877,0,9.197523,0.503883,-1.108747,0.774212,-0.993372,0.742511,14.465495,-8.944587,-3.250647,-0.080918,0.769118,-2.792172,2.350672,-4.001739,-2.979613,2.17457,-1.705206,0.160689,17.72579,3.442217,-0.998864,-1.353698,1.733782,-0.973271,17.437722,-10.874745,-7.795989,1.294235,3.931383,-7.291698
52878,0,8.176177,1.12763,-0.115014,0.880196,-1.226278,0.891069,15.119724,-10.839992,-0.017804,0.4934,0.964024,-2.594384,11.068534,5.220109,2.887333,2.490544,-2.104372,-0.316468,21.925004,-1.235072,1.28464,-0.638398,2.138371,-1.158914,18.847801,-8.946749,-6.207402,0.672324,3.641221,-5.322375
52879,0,7.264227,1.418339,-0.586453,0.76736,-1.488256,1.01628,12.630572,-10.50324,3.875078,1.081329,1.118525,-2.201113,15.291477,14.864562,10.280357,2.337159,-2.071052,-0.646438,24.033075,-1.883487,1.10732,-0.069931,2.555038,-1.496124,8.129554,-11.979642,-6.074911,-0.083214,2.661488,-3.062565
52880,0,7.473044,1.154905,-0.975093,0.60565,-1.555211,1.124206,11.639509,-9.734367,6.776889,1.306779,1.157652,-1.757594,12.205698,20.699148,13.999048,1.935093,-1.12766,-0.784658,24.850514,-7.102443,-0.794565,0.288773,2.855913,-1.835192,4.442657,-15.926513,-6.893354,-0.03502,0.90308,-1.324693
52881,0,8.248,2.12768,-0.229232,0.526452,-1.493177,1.164145,10.459506,-11.020405,7.408024,1.379436,1.258923,-1.218637,7.340697,16.862627,15.767578,1.742774,-0.132642,-0.56124,24.511852,-8.794584,-4.543944,0.604003,2.976408,-2.210444,4.855054,-14.816616,-6.671408,0.730254,-0.386814,0.247652
52882,0,7.61827,2.501147,0.106446,0.479183,-1.353088,1.148345,7.373102,-8.564701,8.631644,1.08197,1.515262,-0.415095,-0.728428,-0.250069,6.023783,0.504577,-0.725451,0.642595,24.110745,-9.018158,-7.828068,0.140214,2.899391,-2.474858,5.645483,-8.570635,-6.553711,0.689768,-1.265433,1.421424
52883,0,6.624827,2.582274,2.791396,0.3296,-1.186903,1.066622,6.363253,-7.340696,5.098552,0.537437,1.726412,0.521414,2.016426,-11.080099,-11.809833,-0.492461,-1.494665,1.163229,20.704261,-9.718864,-8.955642,-0.569896,2.78687,-2.498431,14.559601,4.233374,6.533267,-0.437188,-0.9823,1.895246
52884,0,8.993029,-2.875251,10.379054,-0.988448,0.034104,0.97895,7.654192,-6.290107,-0.869355,0.414186,1.772108,1.347736,49.538952,-1.415028,14.565914,0.971273,-0.053101,0.472075,18.610662,-9.340078,-9.978942,-0.823524,2.738977,-2.151465,54.712061,33.181638,36.229413,-1.74378,-0.519495,2.131885
52885,0,15.162807,-10.711345,17.503935,0.417144,0.993821,0.500802,18.198785,-4.528035,-2.616174,1.300174,1.372164,2.174586,27.277298,35.058665,21.404807,-0.797452,0.898735,-1.235547,14.818725,-7.801253,-9.00325,0.719246,3.088613,-1.35242,1.366572,-35.656685,-11.325204,-5.907678,-2.096609,4.407597
52886,0,16.610882,-13.324843,4.94329,1.456529,0.439808,-0.185399,14.408267,0.206025,-1.160816,2.000611,1.199176,2.727877,14.40843,-14.11844,-10.37282,-2.890881,2.052128,-0.879958,8.492135,13.437938,-0.910743,2.332027,2.608336,-1.693678,14.64944,-15.732699,-5.600761,-1.44134,-2.717036,3.91901
52887,0,8.581672,0.459905,1.065621,1.25796,0.017052,0.382698,16.438088,-3.167351,-1.117697,2.475616,1.429077,2.977424,1.916071,-30.321472,-4.679898,-0.79733,1.220886,-0.225225,9.585442,8.153277,-8.169313,2.994264,1.848867,-1.323153,4.710187,-9.053076,-5.573522,-0.018199,-2.014016,3.062457
52888,0,8.546319,4.654756,4.850518,1.31176,0.775589,0.438436,24.128024,0.567123,-2.602718,2.701777,1.630933,3.180022,-3.67961,-15.348486,-5.25477,2.7979,0.612663,-0.596182,2.199054,0.018475,-9.666665,2.131948,1.055559,0.324462,6.441862,2.288735,-10.43167,0.619761,-1.840856,2.252886
52889,0,12.51975,-1.674729,5.958052,1.342785,1.145825,0.253153,22.917476,2.185015,-3.885939,2.854192,1.992772,3.634335,7.948849,10.816929,-7.727705,3.323794,-0.242074,-0.252718,2.339504,13.435584,-8.206512,0.210123,0.507797,1.871878,12.309803,-4.860222,-9.906307,0.075995,-1.619585,2.098559
52890,0,15.66478,-7.772776,5.30691,1.401382,1.120991,0.118451,15.834764,1.923285,-2.154044,2.930659,2.015286,3.999892,21.43449,13.862036,-2.403143,0.767217,0.024719,0.158387,5.839086,9.381309,-5.47302,-1.507795,0.063526,3.588581,12.495129,-3.718014,-4.016483,0.133563,-1.476747,2.144448
52891,0,10.877573,-4.320671,2.400982,1.159664,1.057923,0.319529,16.289113,5.201466,-0.384946,2.417332,1.571678,4.494892,15.278472,1.739677,-1.136797,-0.071297,0.727849,0.263216,3.172588,2.237762,-4.2381,-1.860379,-0.131878,4.936283,9.262198,-0.433957,-1.009193,-0.190332,-1.489691,2.269787
52892,0,8.724698,-1.817734,2.44254,0.966129,0.71836,0.497828,14.912025,7.336895,-1.435749,2.374588,1.277788,4.435396,6.026309,2.164612,1.597456,0.071526,0.720067,0.323527,3.545006,-0.697553,-0.787104,-1.132625,-0.478787,5.802572,8.295889,-2.451456,-3.435006,-0.369329,-1.512795,2.031709
52893,0,8.116733,-0.863363,0.599343,1.068441,0.573703,0.440377,9.898167,6.809517,-0.460308,1.921315,1.04594,4.411333,4.949971,2.872608,0.14888,0.124627,0.664679,0.589147,2.90931,-0.57118,-0.61229,0.055416,-1.387574,6.281237,9.593186,-3.832407,-4.402416,0.719197,-1.328866,1.927319
52894,0,8.184521,-0.298656,0.644424,1.160341,0.622,0.346535,7.926762,6.717873,0.072882,1.435172,0.815226,4.008707,5.925661,2.783441,0.292458,0.380061,0.449184,0.556416,4.27781,-1.455939,0.645848,1.119972,-2.08708,6.52918,8.345596,2.709485,-3.055167,0.512387,-1.30895,1.970463
52895,0,7.24516,-1.512222,1.320122,1.170526,0.573246,0.264593,5.098386,6.176471,0.540907,0.953327,0.556727,3.497401,6.780407,3.24351,0.41665,0.636754,0.356257,0.383151,6.893097,-1.643292,0.88227,2.634295,-2.696476,6.435722,7.642722,0.741439,-2.97934,-0.019685,-1.354506,2.10495
52896,0,6.560471,-3.955985,2.073245,1.171554,0.353629,0.339553,2.730465,4.90314,1.651181,0.500268,0.329163,2.781289,6.848631,5.555518,1.251376,0.702445,0.370449,0.43591,10.802292,5.20716,-0.424996,3.640732,-2.82271,6.251578,9.036579,-1.467352,-2.442571,0.349184,-1.339283,2.059053
52897,0,6.066428,-4.493491,1.757791,1.302482,0.049897,0.515454,0.755338,4.007208,3.838963,0.189181,0.01236,2.121388,5.863946,4.71587,1.656453,0.67212,0.49256,0.660104,10.583981,8.277258,-2.9028,3.019135,-2.38416,6.291802,8.106473,-0.188584,-2.370898,0.64927,-1.32761,2.005607
52898,0,6.379814,-4.062754,0.658815,1.420595,-0.168118,0.604379,0.008526,2.743655,3.727757,0.118565,-0.421158,1.69905,5.233968,2.842682,2.264397,0.742506,0.528268,0.822272,10.083969,9.432451,0.269026,2.926197,-2.532052,6.115882,8.013749,-2.112892,-2.523189,0.508039,-1.394789,1.957992
52899,0,7.309664,-3.645837,0.277981,1.451154,-0.303392,0.625324,1.223424,0.74807,2.528266,0.18002,-0.473797,1.366,7.102428,2.548569,2.658539,0.928825,0.643288,0.907767,11.968455,12.989385,-1.138743,2.587447,-2.859394,5.722911,8.237053,-3.701885,-2.610299,0.769556,-1.435535,1.874218
52900,0,7.665586,-3.276801,0.06809,1.534017,-0.356038,0.644553,2.443774,-2.116429,3.611355,0.266767,-0.271001,1.208404,8.308175,1.601047,3.050388,1.102332,0.784061,1.03687,13.81516,15.064907,-1.833126,0.904123,-2.474345,5.445918,7.536136,-3.360916,-2.843694,0.901747,-1.546211,1.786212
52901,0,7.528319,-2.691085,0.599461,1.572017,-0.458123,0.639977,3.810554,-7.454195,5.239424,0.86886,-0.459494,1.233251,7.886263,1.291274,2.542587,1.483343,0.877577,1.163236,13.271687,12.366283,2.099516,-0.657552,-2.065496,4.690781,7.108321,-4.042143,-3.174358,0.978429,-1.630677,1.703009
52902,0,7.602351,-2.501368,0.361674,1.612991,-0.569479,0.56307,7.467953,-10.751843,4.17339,1.587714,-0.612402,1.099486,7.610047,2.955309,1.520595,1.728049,0.837873,1.270258,14.452613,9.456589,6.107854,-0.20557,-1.831814,3.292092,7.934591,-3.686296,-3.725743,0.9188,-1.628386,1.703579
52903,0,8.053307,-2.607303,1.240038,1.60784,-0.648675,0.465105,9.5002,-7.855097,2.993357,1.444403,-0.156102,0.720542,7.665873,5.224755,0.202478,1.678267,0.833297,1.389858,14.248563,8.274413,5.915996,0.739799,-1.38243,1.922287,8.580282,-1.698599,-4.8102,0.86306,-1.558795,1.70529
52904,0,8.975987,-2.367647,1.300121,1.683836,-0.66859,0.357413,5.994815,-1.694077,3.903928,1.440164,0.250976,0.462354,7.874551,6.437648,-0.74569,1.35185,0.783162,1.510016,12.10746,6.487536,4.306754,0.893237,-0.928142,0.881105,8.349953,-2.376374,-5.908393,0.872442,-1.47364,1.689604
52905,0,10.158661,-1.836273,0.739255,1.717598,-0.660923,0.2765,4.820238,2.099689,4.915056,0.915653,-0.125429,0.453192,7.760271,5.821073,-0.550677,1.100176,0.6496,1.659935,10.213774,5.502465,3.512888,0.690772,-0.521283,0.304416,8.17835,-2.527684,-6.226831,0.969151,-1.367318,1.736872
52906,0,11.157263,-2.257653,0.11232,1.621458,-0.681635,0.248003,5.339211,2.953216,4.979254,0.318606,-0.560536,0.517849,8.413721,5.01735,0.159081,0.921981,0.472664,1.76774,8.977433,3.53135,3.668324,0.63847,-0.289423,0.025864,7.833436,-3.791378,-5.972603,1.071813,-1.272099,1.787805
52907,0,11.364057,-2.74805,0.26279,1.385231,-0.652217,0.204626,8.391429,0.601595,5.623968,-0.355114,-0.672004,0.5333,9.375463,4.740084,0.812619,0.774117,0.349405,1.888369,9.751037,3.480575,2.119883,0.676579,-0.306589,-0.230715,8.106063,-4.661814,-6.138074,1.1834,-1.144373,1.798219
52908,0,11.04456,-2.452208,0.971157,1.14798,-0.631955,0.058252,11.133567,-3.431424,5.550366,-1.00046,-0.609638,0.397918,10.311678,3.796943,1.145535,0.63793,0.24961,2.111212,10.484604,2.38468,2.06526,0.342409,-0.39654,-0.458338,7.599786,-5.328963,-6.320174,1.273239,-1.013098,1.752321
52909,0,10.612978,-1.762342,1.068938,0.919661,-0.655413,-0.102083,10.912718,-6.636707,5.268173,-0.497019,-0.240327,0.332796,11.35135,2.691109,1.158817,0.459625,0.170872,2.343906,13.521989,-1.843057,4.749495,-0.129548,-0.146828,-0.654606,7.769949,-6.303465,-6.434695,1.485541,-0.893957,1.648058
52910,0,11.326972,-1.50328,0.92415,0.703934,-0.690888,-0.209658,9.492805,-7.731659,6.496082,0.214119,-0.005608,0.195008,12.109526,1.36194,1.54225,0.254078,0.16435,2.531395,10.590141,0.717761,2.850964,0.767914,-0.315635,-1.043723,7.278917,-6.573916,-6.375012,1.620931,-0.772411,1.519758
52911,0,12.132057,-1.923515,0.307687,0.525174,-0.663306,-0.302127,9.406876,-5.272874,9.050693,0.540735,0.183106,0.044403,12.653425,1.396699,1.898858,0.26976,0.121318,2.705615,11.508029,1.715737,-1.210912,0.110782,-0.657708,-1.289094,8.212146,-7.764391,-6.081967,1.703443,-0.657274,1.401758
52912,0,12.240095,-2.714611,-0.059849,0.342181,-0.618787,-0.388873,8.475469,-4.187736,6.867,0.353509,0.066605,0.004807,13.380319,2.434576,2.106654,0.236342,0.102091,2.821574,12.000293,-0.540361,-1.818748,-0.638827,-0.409595,-1.32984,9.611827,-7.407149,-6.328606,1.82327,-0.550723,1.293376
52913,0,11.268063,-2.789607,0.316149,0.182306,-0.501255,-0.550693,6.994908,-4.682675,2.576496,0.093498,-0.153351,0.077362,13.619697,3.067956,2.16317,0.073249,0.072448,2.869537,10.931392,-5.727783,-0.052955,-0.65828,-0.151867,-1.287263,10.643193,-7.584282,-6.096128,1.83162,-0.397706,1.247021
52914,0,10.505043,-1.866328,0.364257,0.068093,-0.441631,-0.740325,5.788595,-4.234348,2.785468,0.175095,-0.365983,0.114899,12.710987,2.740257,2.002637,-0.067984,0.013276,2.844467,7.934432,-10.47132,0.895215,0.426185,0.023575,-1.077707,11.012534,-7.050382,-5.691796,1.731354,-0.145119,1.247014
52915,0,10.506495,-1.380578,0.08743,-0.084229,-0.412335,-0.880289,3.784155,-1.991993,-0.130736,0.313113,-0.826157,0.100251,11.714628,1.796363,1.475507,-0.139058,-0.10209,2.783454,5.859458,-9.298797,0.494984,1.267118,0.097163,-0.571302,11.058331,-6.297652,-4.891338,1.505654,0.165375,1.295073
52916,0,10.77233,-1.422217,-0.543694,-0.216525,-0.323987,-1.025977,4.084009,1.345507,-0.944941,0.495194,-1.0927,0.04612,11.356549,1.874859,1.162375,-0.162749,-0.179802,2.727593,2.158253,-8.552863,-0.262882,1.239879,0.179104,0.524151,10.753861,-6.695704,-4.032812,1.286371,0.437526,1.351605
52917,0,11.174001,-1.624086,-0.850627,-0.36061,-0.152896,-1.174185,4.978496,3.959952,0.077066,0.125887,-1.131037,-0.202792,11.948226,1.623072,1.557147,-0.248587,-0.177513,2.687758,-0.3015,-7.649544,-0.816502,0.921526,-0.006295,1.914468,11.123408,-6.626616,-3.229219,1.057134,0.689878,1.399441
52918,0,10.844294,-2.430297,-0.814773,-0.489818,0.00824,-1.319763,4.747295,2.064482,-0.2062,-0.749725,-1.302949,-0.565698,12.769456,1.519836,2.300874,-0.50942,-0.166297,2.675287,1.460777,-5.627631,-2.608333,0.749337,-0.530499,3.123819,10.887012,-6.750509,-2.898645,0.717571,0.88695,1.37998
52919,0,9.915154,-3.586657,-1.030587,-0.648671,0.088923,-1.471297,5.127327,-1.714547,-0.024145,-0.639406,-1.378838,-1.01719,12.823297,0.406063,3.056964,-0.788801,-0.114795,2.730816,6.172743,-1.749052,-3.796789,0.123621,-1.003507,4.058897,10.521403,-7.596896,-2.832194,0.611593,1.005856,1.265303
52920,0,8.602885,-3.693502,-1.288332,-0.689761,0.117878,-1.629927,6.644995,-3.823487,2.324999,0.052759,-1.145594,-1.312111,12.355327,-0.734881,3.52555,-0.773466,0.020029,2.772597,11.427218,-0.619392,-5.509106,-1.018103,-1.100637,4.507746,10.446513,-7.062642,-2.613246,0.581492,1.04648,1.106105
52921,0,7.174991,-2.967059,0.045907,-0.755686,0.231181,-1.776201,8.438581,-5.849424,8.034217,0.530104,-0.802366,-1.155884,11.300201,0.278634,3.344236,-0.485157,0.14375,2.693258,13.92496,0.795491,-4.255707,-1.737507,-1.082408,4.016906,11.201873,-5.371152,-2.059631,0.59511,1.034232,1.009855
52922,0,5.911412,-1.367242,1.232155,-0.812115,0.386372,-1.910919,11.663438,-8.120372,12.453658,0.435109,-0.833826,-0.343556,9.42659,2.30453,2.49733,-0.257167,0.346894,2.408347,13.204041,7.581622,-2.585322,-2.384548,-1.171042,2.728501,11.974029,-2.403912,-1.668535,0.785547,1.024278,0.993835
52923,0,5.761847,1.177046,1.237324,-1.039186,0.624999,-1.922265,11.674783,-8.263166,12.182324,-1.553593,-0.818054,0.373549,7.945619,4.573376,1.410873,-0.00309,0.457784,1.899803,19.017862,-1.213767,-1.395506,-3.208773,-0.501775,0.902829,13.771107,1.211543,-3.099467,0.832242,0.994868,1.09226
52924,0,7.903406,6.489873,10.084956,-0.742312,1.3268,-1.823392,22.562672,-15.710742,18.569568,-3.087746,-0.51058,0.484714,7.582537,7.644416,0.908967,-0.207714,0.469673,1.05871,49.622888,-36.719076,21.245666,-1.997226,1.507248,-1.944234,16.547837,5.818565,-3.411216,0.520838,0.904343,1.359261
52925,0,15.454086,15.024827,6.70174,-0.804239,1.90124,-1.561553,39.211332,-30.234102,21.045041,-3.017037,0.177291,1.262211,8.417195,8.482516,2.558184,-1.191467,0.444497,-0.105288,20.938289,4.898937,4.368118,6.463192,0.815902,-4.870672,17.283036,6.830478,-1.150733,-0.249949,0.709677,1.724009
52926,0,18.050118,7.996827,5.037866,-0.74963,1.702518,-1.173428,25.195785,1.635754,-6.039088,-0.148668,2.066137,1.16703,12.395814,2.982327,5.969533,-2.018177,0.523028,-1.021449,9.923454,20.906178,-3.299606,0.526112,-0.321894,-4.781712,16.234613,-1.692974,-0.616453,-0.471171,0.30225,1.735449
52927,0,15.450797,-8.303807,5.314362,-0.7503,1.320349,-0.780513,-5.379095,32.844312,-3.406686,0.035707,1.516764,1.468124,18.311633,-3.06689,4.546992,-1.735954,0.986202,-1.30105,-0.592974,0.248414,-7.771024,-1.524983,0.493104,-3.69851,15.067135,-5.017308,-3.323924,0.764487,0.16995,1.344947
52928,0,13.14696,-6.298967,9.415253,-1.04523,1.478864,-0.377784,-14.404269,-6.313415,-12.74107,-3.151868,-0.679979,0.646329,20.426372,-2.632979,2.720439,-0.718846,1.486676,-1.549736,7.302197,4.793142,-5.385694,-0.684227,-0.734244,-3.38485,10.674443,-12.243611,-12.44593,1.236011,-0.449656,1.306738
52929,0,11.887314,2.796264,11.69599,-0.899998,1.538717,-0.376754,0.668128,-14.437551,-6.169115,-0.70807,-1.47176,-0.482957,17.702658,-0.962572,3.350097,-0.497636,2.08451,-1.901731,17.574158,-0.975624,-0.929143,2.230294,0.093859,-3.315738,16.282661,-8.113106,-9.693972,0.383734,-0.912812,1.420948
52930,0,10.163213,2.37115,8.502455,-0.877327,1.09683,-0.529189,25.429554,-4.337809,-1.79817,0.466021,-1.323445,-1.133008,19.633226,-2.761846,7.549655,-0.754728,2.423966,-2.355979,8.184804,11.946181,-2.336418,1.055713,0.322757,-2.782576,11.487009,6.803618,-4.126503,-0.798125,-0.784392,0.485696
52931,0,9.355532,3.620344,5.776399,-0.251774,1.088238,-0.508127,24.006179,7.810523,1.447077,0.651864,-0.719957,-0.356145,19.214694,-7.558354,7.013169,-0.666035,2.266741,-2.803781,9.577739,0.6544,1.596821,0.097052,0.236335,-2.307731,9.260312,8.718253,-1.633929,-2.12557,-0.985989,-1.248881
52932,0,10.356211,6.241851,6.329036,-0.029641,1.250864,-0.402382,9.078042,2.720506,3.642039,-0.176469,-0.775114,0.070611,15.546344,-8.823865,4.51206,0.144563,2.0232,-3.243347,7.509078,4.080034,2.560008,0.564339,0.151528,-2.107546,11.183862,-10.876162,-3.298967,-0.834921,-0.665648,-2.564163
52933,0,8.972412,5.733871,5.913196,0.01236,1.307972,-0.271002,6.302708,-1.063906,3.741901,-0.402264,-0.644996,-0.624397,13.519582,-9.105273,3.819017,1.006028,1.950016,-3.593724,9.640261,3.359748,1.897852,-0.022431,-0.17842,-1.796332,8.473232,-5.764458,-1.094983,1.645042,0.148915,-3.589516
52934,0,7.143009,3.78027,6.603096,-0.005379,1.092354,-0.244678,9.475717,1.338052,2.888095,-0.592589,-0.675675,-1.108386,11.539456,-7.035971,3.402948,1.47089,1.652892,-3.764335,8.509904,2.329012,0.66441,-0.096591,-0.32548,-1.605313,9.414666,-1.030874,2.301755,2.21374,0.731274,-4.602286
52935,0,6.607409,3.020486,7.253343,-0.237467,0.794685,-0.244448,11.41403,1.170423,0.450599,-1.078071,-0.679231,-1.185192,9.672934,-3.382626,1.985612,1.396122,1.269639,-3.763131,9.010517,3.335393,-1.197277,-0.396319,-0.431683,-1.396216,9.757262,-0.050971,2.438855,1.933405,1.097329,-5.249319
52936,0,7.53138,4.090661,6.28255,-0.500797,0.575757,-0.252687,11.053145,-1.264664,-0.834994,-1.346112,-0.733026,-1.171239,8.26378,-0.243674,0.481645,1.051891,0.859254,-3.580205,9.913068,2.486621,-1.467706,-0.585721,-0.464068,-1.157366,11.322805,2.246988,2.351206,0.371169,1.39801,-5.768008
52937,0,8.155026,5.214529,4.971991,-0.562023,0.484317,-0.227052,11.501598,-4.206011,-1.16728,-1.21953,-0.567992,-1.241503,6.547293,0.309543,-0.159532,0.681702,0.652973,-3.274366,10.478438,1.80349,-1.800335,-0.441634,-0.433967,-0.99199,12.1878,-0.900799,0.161557,-1.942374,1.769823,-6.123447
52938,0,7.111558,5.624544,4.956329,-0.638012,0.369532,-0.187227,10.611597,-4.714003,-0.830132,-0.92036,-0.374232,-1.205555,5.425932,-1.188634,-0.094121,0.475778,0.364302,-2.862565,10.226483,1.771584,-2.097378,-0.502059,-0.369306,-0.898259,12.304472,-8.032176,-1.197787,-2.409027,2.419561,-6.263607
52939,0,5.771108,5.193704,4.191452,-0.616611,0.24685,-0.233461,9.119517,-3.5045,-0.475223,-0.849974,-0.235296,-1.167784,4.158191,-1.965959,-0.297883,0.306724,0.026209,-2.486753,9.679541,1.597474,-2.53204,-0.743878,-0.318494,-0.859236,10.588485,-10.650184,-3.18083,-1.701494,3.037246,-6.285646
52940,0,5.169954,4.433308,4.331408,-0.588573,0.041657,-0.326959,6.683543,-3.013236,-0.578603,-1.070169,-0.21424,-1.166073,1.282238,-1.236687,-0.810862,-0.044749,-0.425745,-2.208267,8.718526,1.186419,-4.028462,-0.900552,-0.254064,-0.853974,10.411804,-9.87696,-2.50972,-1.087739,3.521438,-6.260537
52941,0,5.3718,3.407837,4.103486,-0.773628,-0.203134,-0.390476,7.618444,-3.172334,-0.947549,-1.415802,-0.30946,-1.087688,0.979368,0.925485,-0.715192,-0.539726,-0.628879,-1.704325,8.403943,1.455116,-4.381924,-1.036399,-0.252576,-0.836352,10.802326,-12.124735,-2.076504,-0.772277,3.828518,-6.265702
52942,0,5.210006,3.063883,3.818659,-0.961318,-0.422064,-0.431449,8.006945,-5.364066,-1.694475,-1.681672,-0.222254,-1.048327,0.319918,0.739872,1.238113,-1.525795,-0.571773,-1.116536,9.930307,0.109969,-3.571137,-1.137341,-0.19341,-0.853635,10.657987,-11.823858,-4.010831,-0.895579,3.979321,-5.92919
52943,0,4.695523,3.583561,3.95009,-1.091675,-0.589154,-0.500804,8.453099,-5.55604,-0.534277,-1.338543,0.061457,-0.955841,0.499524,0.677318,2.194069,-1.968844,-0.900475,-0.67982,10.051546,1.079815,-4.174737,-1.223178,-0.120738,-0.927912,7.677675,-10.763316,-7.190765,-1.734281,3.651527,-5.071744
