PacketCounter,SampleTimeFine,Pelvis_Acc_X,Pelvis_Acc_Y,Pelvis_Acc_Z,Pelvis_Gyr_X,Pelvis_Gyr_Y,Pelvis_Gyr_Z,RT_Acc_X,RT_Acc_Y,RT_Acc_Z,RT_Gyr_X,RT_Gyr_Y,RT_Gyr_Z,LT_Acc_X,LT_Acc_Y,LT_Acc_Z,LT_Gyr_X,LT_Gyr_Y,LT_Gyr_Z,RS_Acc_X,RS_Acc_Y,RS_Acc_Z,RS_Gyr_X,RS_Gyr_Y,RS_Gyr_Z,LS_Acc_X,LS_Acc_Y,LS_Acc_Z,LS_Gyr_X,LS_Gyr_Y,LS_Gyr_Z
52450,0,9.891985,0.881152,3.584846,-0.326501,0.292855,-0.258637,12.252893,2.629281,-0.154468,-0.672807,-0.475279,-0.645684,15.604523,-6.672751,3.388895,-0.890952,1.415175,-3.333514,9.905634,3.107927,-0.59469,-0.409823,-0.275924,-1.333268,9.712325,-3.119383,-2.267289,0.829791,1.428156,-2.660023
52451,0,11.002649,1.783614,3.407257,-0.222359,0.339662,-0.229798,10.656631,0.649138,-0.207894,-1.076681,-0.423325,-0.610211,13.409033,-5.164126,2.133404,-0.520895,1.087345,-3.308275,9.96349,3.651759,-1.010587,-0.68483,-0.331772,-1.170528,9.178279,-0.841674,-3.068825,1.017468,1.814021,-3.586834
52452,0,10.342576,2.746702,3.527883,-0.160218,0.27958,-0.381318,10.41244,-0.279157,-0.941771,-1.281889,-0.382243,-0.799278,12.036014,-4.689869,1.429282,-0.340048,0.933272,-3.197322,9.773519,2.916657,-1.79115,-0.930427,-0.347107,-1.020951,8.63962,2.344818,-4.019128,-0.81058,1.747537,-4.483887
52453,0,8.996963,3.477755,3.657601,-0.243989,0.090294,-0.569918,10.835126,-1.228368,-1.269504,-1.472563,-0.297557,-0.868866,10.750862,-4.756214,1.029816,-0.178891,0.832307,-2.990447,10.053724,2.548093,-2.121857,-1.09763,-0.332345,-0.89495,11.942452,-4.819399,-3.533552,-2.182102,1.82731,-5.086839
52454,0,8.153738,3.887269,3.481583,-0.369303,-0.008354,-0.591777,10.721471,-2.282735,-2.037479,-1.412474,-0.192725,-0.818049,9.976368,-4.078306,0.861674,-0.215055,0.755039,-2.760464,10.008772,1.900821,-2.52523,-1.265865,-0.314836,-0.80477,13.029984,-10.226668,-3.67796,-1.658397,2.293591,-5.432695
52455,0,8.066891,3.966887,3.303333,-0.558018,-0.053902,-0.511783,9.521885,-2.754005,-1.902766,-1.307411,-0.148205,-0.896328,9.08561,-2.262601,0.576329,-0.005036,0.505071,-2.678148,9.785414,1.91242,-2.80963,-1.204749,-0.282447,-0.741137,12.098151,-7.980465,-4.769217,-0.829386,2.706725,-5.584045
52456,0,8.001484,3.853598,3.106383,-0.802239,-0.137674,-0.442547,10.092851,-1.352614,-1.272895,-1.341175,-0.145116,-0.93627,6.734521,-0.762095,1.375236,-0.453337,0.263922,-2.591266,9.545763,3.075955,-3.286168,-1.242629,-0.249373,-0.650726,11.065719,-7.260227,-4.039661,-1.313355,2.697009,-5.53931
52457,0,7.874027,4.002697,2.580612,-0.976881,-0.178874,-0.429846,10.477887,-0.113244,-0.667837,-1.674454,-0.113988,-0.862462,5.292683,0.333863,0.790207,-1.269942,0.165839,-2.358595,9.274108,2.85452,-2.874784,-1.461225,-0.299272,-0.562608,11.729506,-11.508233,-3.519626,-1.995727,2.710278,-5.287285
52458,0,7.209923,4.244108,2.904997,-1.164687,-0.302244,-0.436143,9.957468,-0.671237,-0.751044,-2.031436,-0.012589,-0.740587,3.378387,0.766946,0.217723,-2.11198,0.207959,-1.941218,9.506491,2.614204,-3.110437,-1.679254,-0.340474,-0.541211,10.96053,-13.726376,-5.119412,-2.009166,2.935611,-4.857308
52459,0,6.815654,4.31511,2.731169,-1.426892,-0.529992,-0.524155,9.702037,-0.677583,-0.934492,-2.330175,0.120514,-0.635877,2.844511,1.374345,0.654788,-2.259586,0.123148,-1.317091,9.47678,3.112535,-3.855983,-1.958296,-0.393238,-0.541103,8.875599,-14.952311,-6.5317,-1.667152,2.927905,-4.135425
52460,0,7.09621,4.57179,2.360338,-1.665644,-0.695258,-0.640667,9.119281,-0.273314,-1.666956,-2.659491,0.16252,-0.537346,3.343614,1.121183,2.082308,-2.22636,0.033648,-0.708548,9.641885,2.659947,-2.7886,-2.223269,-0.423572,-0.55885,7.914035,-14.377466,-7.073908,-1.218388,2.665138,-3.344042
52461,0,7.448513,4.557365,1.75319,-1.86583,-0.799298,-0.698127,8.851228,-0.757728,-2.795574,-2.913962,0.154854,-0.526024,4.505185,1.281319,3.635492,-2.101247,-0.053447,-0.40972,9.255775,2.154594,-2.226483,-2.162032,-0.34609,-0.585972,7.729531,-12.261604,-6.869445,-1.295541,2.160952,-2.438854
52462,0,7.547938,3.95959,1.297771,-1.974568,-0.869918,-0.745055,9.173503,-0.470313,-2.891018,-3.012299,0.2439,-0.549605,7.514162,1.386273,4.128761,-2.276484,-0.259911,-0.238052,7.910529,4.065804,-2.352455,-2.140283,-0.264946,-0.566973,7.218609,-10.061754,-5.650556,-1.750766,1.625327,-1.530218
52463,0,7.889511,3.415154,1.005842,-2.051371,-0.900365,-0.737963,9.875965,-0.916926,-3.351361,-3.037604,0.304104,-0.643688,9.766736,0.608819,5.151091,-2.410634,-0.273761,-0.159313,8.196432,3.945196,-2.778872,-2.273398,-0.264032,-0.467406,6.63436,-9.886779,-4.818504,-2.361336,0.990795,-0.659691
52464,0,8.712835,2.79515,1.392635,-2.128055,-0.858249,-0.65785,9.61469,-1.164419,-2.765754,-2.842312,0.411914,-0.683052,8.481052,-1.039646,5.470543,-2.357867,-0.318739,-0.175106,8.602032,3.605114,-3.511067,-2.405945,-0.305006,-0.374706,7.270823,-9.96111,-4.254521,-2.379617,0.448982,-0.039828
52465,0,9.464805,2.392281,1.570898,-2.163418,-0.777791,-0.605661,10.372592,-1.277624,-2.75841,-2.6959,0.385472,-0.644132,7.537561,-2.579427,4.606351,-2.235282,-0.484344,-0.195019,8.768544,4.731334,-4.035322,-2.686389,-0.368875,-0.299403,7.734789,-8.488551,-3.654989,-2.04436,0.031129,0.368518
52466,0,9.883235,2.07413,1.556605,-2.16582,-0.715531,-0.608979,10.368248,-0.987102,-3.394535,-2.725889,0.417862,-0.559095,8.944998,-3.129001,2.930913,-2.092551,-0.501278,-0.227178,9.250036,3.34253,-3.695124,-2.795363,-0.358233,-0.193766,8.448502,-8.350892,-2.525307,-1.621573,-0.27524,0.673395
52467,0,9.689891,1.617513,1.516583,-2.128159,-0.618476,-0.594213,9.934092,-2.029187,-3.305648,-2.638203,0.44178,-0.491222,8.771063,-3.154794,2.558688,-1.693328,-0.41143,-0.229806,9.984552,1.899302,-1.855612,-2.413495,-0.17339,-0.191816,8.345179,-9.075634,-0.878516,-1.018433,-0.416117,0.89678
52468,0,9.396793,1.364761,1.248612,-2.000419,-0.538816,-0.539618,9.710911,-2.734731,-3.195804,-2.2892,0.450813,-0.55416,9.266442,-3.047812,2.671198,-1.422422,-0.347222,-0.119136,9.891793,2.008701,-0.213896,-2.006129,0.032045,-0.211726,8.38782,-5.046159,-0.42972,-0.590412,-0.562831,1.004467
52469,0,9.667305,1.374163,1.362698,-1.808131,-0.476553,-0.540643,10.356513,-2.974989,-2.821734,-1.875092,0.487657,-0.705906,8.55374,-2.150189,2.243708,-1.118792,-0.353743,0.018311,10.385083,2.126098,0.52342,-1.630606,0.25647,-0.1854,8.500914,-1.063566,0.281731,-0.967736,-0.611015,0.916008
52470,0,9.896979,1.265054,1.294483,-1.609897,-0.382132,-0.524615,10.14971,-2.888777,-2.014026,-1.393824,0.574399,-0.827779,8.372241,-1.661467,2.198656,-1.022086,-0.372281,0.063172,10.094528,1.878346,0.201885,-1.196846,0.457086,-0.155757,8.598718,-2.069815,0.329983,-1.247785,-0.540291,0.776618
52471,0,9.741165,1.064408,1.424353,-1.485487,-0.343218,-0.473799,9.92298,-2.182836,-1.777102,-1.023584,0.530218,-0.876639,8.328682,-1.52458,2.115636,-1.080226,-0.505837,0.054475,9.823798,2.639776,-0.257247,-0.782213,0.629433,-0.147402,8.348133,-3.492032,0.597434,-0.968531,-0.433052,0.639049
52472,0,9.51625,1.095169,1.172463,-1.318275,-0.338982,-0.379152,9.61704,-1.483599,-1.619346,-0.775354,0.555508,-0.957891,8.502825,-1.27987,2.014775,-1.116276,-0.517625,0.041657,8.941727,4.499844,-2.115837,-0.693405,0.675438,-0.111924,8.763602,-2.273948,0.997986,-0.547489,-0.288736,0.469783
52473,0,9.463947,0.951786,1.191841,-1.158506,-0.326849,-0.281987,9.075882,-1.706151,-2.143009,-0.641797,0.455598,-1.016255,8.697051,-1.337602,2.467152,-1.048639,-0.513161,0.014649,8.795384,3.61933,-2.071517,-0.718698,0.722016,-0.092469,8.63521,-0.7443,1.389075,-0.405122,-0.153695,0.303041
52474,0,9.547605,1.142569,0.895151,-1.037765,-0.320897,-0.173838,8.998846,-1.590173,-1.405202,-0.436027,0.366675,-1.061,8.845674,-0.980743,2.749067,-0.787361,-0.472874,0.034447,9.286484,3.064095,-1.046302,-0.638931,0.778322,-0.108606,8.968434,-0.128957,1.400507,-0.476877,-0.049095,0.132637
52475,0,9.335416,1.275747,0.784286,-0.877999,-0.253489,-0.091554,9.512195,-1.647985,-1.404533,-0.326277,0.357977,-1.107349,8.52455,-0.357002,3.093809,-0.548747,-0.400088,0.082398,9.908299,2.14795,-0.575358,-0.428357,0.878458,-0.129549,9.114292,0.11391,1.754589,-0.561106,0.046692,-0.01648
52476,0,8.925948,1.397241,0.643024,-0.750623,-0.20096,-0.027924,9.378098,-1.769902,-0.436373,-0.107233,0.374228,-1.163999,8.462656,0.349927,3.958377,-0.43934,-0.368501,0.11879,9.906372,2.439499,-0.105497,-0.200388,0.965664,-0.164682,9.00084,0.591673,1.716307,-0.471841,0.128403,-0.198785
52477,0,8.529895,1.533851,0.095787,-0.59006,-0.201302,0.052643,9.316386,-0.727877,0.178142,0.033532,0.405128,-1.190665,8.461296,0.661865,4.505289,-0.380288,-0.329591,0.070496,9.327807,3.325389,0.240046,-0.164225,1.00343,-0.194094,8.949565,1.076229,0.870547,-0.256806,0.152092,-0.36255
52478,0,8.473369,1.252253,0.049174,-0.388871,-0.172577,0.144425,9.30207,0.346752,0.510207,0.029984,0.387962,-1.234384,8.545077,0.443933,5.198991,-0.285187,-0.290909,-0.073013,9.251043,2.984348,0.54573,-0.138475,1.023115,-0.198901,8.942117,1.075003,0.419034,0.052529,0.058479,-0.501138
52479,0,8.428681,0.771931,0.375897,-0.208741,-0.14225,0.262299,9.525169,0.168679,0.758226,-0.063516,0.416574,-1.299161,8.816499,0.190272,4.772956,-0.162506,-0.236092,-0.185852,9.424041,3.597472,0.449825,-0.123026,1.017164,-0.207827,9.148822,1.058133,1.153741,0.531927,0.01339,-0.746162
52480,0,8.489918,0.726103,0.754327,-0.093384,-0.176583,0.346299,10.180312,-0.300836,1.209538,-0.036736,0.439234,-1.342766,8.628699,-0.071409,4.020771,0.066605,-0.190087,-0.234833,9.793999,3.281881,0.253814,-0.229686,1.00366,-0.22671,8.813692,1.751786,2.504399,1.186217,0.084689,-1.117893
52481,0,8.633007,1.08255,0.557522,0.031128,-0.238381,0.429384,10.109574,-0.702862,0.716212,-0.022889,0.461551,-1.309233,7.814289,0.138818,2.538378,0.429498,-0.153809,-0.248566,10.442985,2.293972,0.474237,-0.188487,0.98924,-0.276951,9.285309,4.257065,3.202498,1.651252,0.286692,-1.523986
52482,0,8.748681,1.402249,0.24463,0.219384,-0.240441,0.511324,9.731873,-1.139263,0.076471,0.043031,0.475855,-1.269406,7.487418,1.291321,1.629856,0.717435,-0.187341,-0.306132,10.521929,1.908615,0.570382,-0.093042,1.056877,-0.348478,10.226608,4.954216,3.703536,1.562682,0.524862,-1.767545
52483,0,8.612387,1.359657,-0.238523,0.424807,-0.193521,0.587315,8.873084,-0.680028,-0.722104,0.102541,0.47803,-1.262997,8.310326,2.063932,2.320478,0.878001,-0.226939,-0.418401,9.909992,1.845833,0.544655,0.07187,1.153241,-0.396888,10.719035,4.238771,3.605023,1.354274,0.776421,-1.892069
52484,0,8.377328,0.663029,-0.394971,0.674178,-0.154497,0.643508,8.395315,-0.700055,-1.560105,0.240904,0.417949,-1.383053,8.421397,2.298104,3.475773,0.847674,-0.21332,-0.501829,9.476221,2.899165,0.185085,0.313003,1.282683,-0.437289,9.673077,5.104129,2.299572,0.84371,0.854354,-1.966674
52485,0,8.820165,0.33798,-0.338706,0.89414,-0.135958,0.699473,9.027329,-1.057505,-1.19234,0.638145,0.378698,-1.559655,7.910067,3.006181,4.33855,0.827761,-0.261386,-0.536963,10.054448,3.075703,0.129736,0.449993,1.334072,-0.471966,10.127086,3.750366,1.509775,0.205546,0.819553,-1.918585
52486,0,9.120236,0.86535,-0.315307,1.055395,-0.110094,0.762306,10.755227,-0.433883,0.105153,1.094906,0.442105,-1.595608,7.636327,3.532974,4.600761,0.880864,-0.390592,-0.523918,10.768095,3.268062,0.95718,0.457776,1.370123,-0.478605,9.700324,0.47166,1.372382,0.299278,0.854343,-1.846251
52487,0,9.473698,2.09336,-0.513663,1.124293,-0.129436,0.840931,11.633181,1.031831,0.924705,1.150871,0.563647,-1.525339,7.71363,2.883565,4.97099,0.980202,-0.471046,-0.469673,11.510183,2.565017,1.716733,0.37034,1.368864,-0.497144,8.728575,-0.964423,1.100084,1.081877,0.845542,-1.866876
52488,0,9.801145,3.438646,-0.667594,1.076914,-0.161709,0.905478,11.028928,1.635636,2.040731,1.024975,0.690908,-1.423246,7.410049,2.40864,5.097017,1.005494,-0.404784,-0.477799,12.084196,1.921832,2.008876,0.293549,1.388205,-0.511908,7.830556,0.092955,0.451863,1.648984,0.647668,-1.767096
52489,0,9.528368,4.126476,-0.660463,1.084011,-0.140422,0.954461,11.081057,1.598287,1.686477,0.721916,0.712875,-1.29597,6.83308,2.948628,5.604242,1.065694,-0.427903,-0.547038,12.259383,1.512485,1.494293,0.228888,1.425172,-0.547043,7.62015,0.840366,0.683142,1.627902,0.368636,-1.496516
52490,0,8.678699,3.922687,-0.763722,1.043154,-0.177044,0.9833,11.205536,0.032288,1.393656,0.354204,0.80145,-1.193649,6.492339,4.747596,5.200446,1.127266,-0.470362,-0.536052,11.677407,1.360681,0.652502,0.184026,1.433986,-0.631961,7.332236,0.184264,0.76061,1.311996,0.110554,-1.11847
52491,0,7.818601,3.721098,-0.372698,0.978836,-0.359811,0.965904,9.788967,-1.37992,1.143271,0.175327,0.925733,-1.021751,6.097396,6.436524,6.303551,0.92893,-0.447242,-0.444953,11.454816,1.016192,-0.420747,0.051729,1.427923,-0.788293,5.973963,-0.485324,-0.444813,0.542111,-0.300295,-0.515904
52492,0,7.04759,3.686917,-0.841665,0.72019,-0.518885,0.929621,9.547544,-2.131536,0.817083,0.036279,1.059287,-0.832346,5.054157,6.962789,6.166141,0.693175,-0.44083,-0.319636,11.604028,0.159224,-1.302426,-0.136418,1.444868,-0.98251,4.583978,-6.522318,-6.082164,-0.578621,-0.855,0.376516
52493,0,6.677762,1.578554,-0.956376,0.577363,-0.397345,0.903639,8.540449,-1.552864,-0.355281,0.038453,0.970588,-0.61799,8.120248,4.584863,5.066817,0.817117,-0.484662,-0.025635,12.199334,-0.475719,-1.280006,-0.169265,1.539524,-1.102341,11.885897,-11.480789,-0.895759,-0.335446,-1.646216,1.524902
52494,0,9.888809,-1.272454,1.205481,0.591896,-0.069123,0.869991,10.12771,-1.465456,-1.834266,0.025406,0.879374,-0.475393,17.361252,-0.093061,7.921668,0.732658,-0.337604,0.420002,11.935482,-0.987374,-0.515468,0.202342,1.70823,-1.155796,18.155117,4.228884,-1.376421,0.000801,-2.445546,2.039577
52495,0,19.908228,-8.465687,6.842616,1.045104,1.064903,0.496688,10.47214,-3.417946,-3.352053,0.598878,0.883039,-0.350194,41.556628,12.782567,21.817934,0.853857,0.795148,-0.035248,14.51922,-2.916486,-2.483128,0.753526,1.754375,-1.339959,43.371194,13.791817,15.707179,-2.301774,-2.838756,3.003708
52496,0,26.12346,-14.816126,6.183032,2.169267,1.150785,-0.328583,13.655077,-3.227733,-0.364378,2.027559,1.063564,0.164233,17.653439,1.579479,-5.602831,-0.314945,0.223734,-0.841035,13.238372,-0.402182,-2.021529,1.63552,1.75352,-1.638267,-0.942631,-22.337888,-4.891582,-0.853764,-2.703795,2.653089
52497,0,14.255266,2.183069,1.000417,1.247435,-0.231519,0.611129,11.863751,-1.549295,1.641848,2.78351,1.13412,0.696793,-3.736063,-27.846191,-10.107423,0.137788,0.424007,-0.648198,12.563578,5.441709,-2.156753,1.157435,1.467709,-1.876526,5.747156,-0.62248,-7.769464,0.733407,-2.141048,1.73875
52498,0,9.360929,10.21982,6.423083,1.122807,0.129436,0.889227,12.546181,3.853892,-1.703298,2.669839,0.9986,0.898912,-8.145864,-10.000083,-8.235456,3.466278,-1.216013,-0.44868,12.490171,4.795775,-3.751337,0.730982,1.342823,-1.818242,8.384193,-1.883086,-10.219787,-0.417622,-1.808398,1.463107
52499,0,9.177169,2.555299,4.893802,1.045554,0.594304,0.614332,12.80068,6.02661,-0.589603,1.811947,0.903799,1.2365,9.132609,0.98785,-9.401887,3.695325,-1.679287,0.482118,12.561172,6.161495,-2.42524,0.878505,1.284681,-1.759756,11.868166,-5.237175,-5.833312,-0.164685,-1.286355,0.966368
52500,0,13.167326,-4.011988,5.961972,1.144891,0.683799,0.271116,11.660622,6.609809,1.729107,1.088393,0.717927,1.736507,28.090828,5.18822,-3.508341,2.479845,-1.217089,1.103667,10.199148,8.482139,-1.423775,1.189469,1.233989,-1.782887,12.72047,-2.113848,-2.006324,-0.226025,-0.982607,0.70062
52501,0,13.493377,-5.496836,4.934655,1.165947,0.58057,0.158847,13.025453,6.996,4.593984,1.3235,0.809963,2.116868,16.491089,4.8631,0.037811,0.996687,-0.680709,0.622572,8.441454,7.673021,-0.316133,0.565818,0.798943,-1.533109,11.917878,-4.832151,-1.561897,0.131036,-0.807503,0.443577
52502,0,12.153499,-2.155764,3.785479,1.024834,0.429503,0.28645,15.257222,7.200348,5.358624,1.348243,0.880821,2.377851,8.983403,-0.364114,-0.408254,0.738961,-0.796412,0.828685,6.39367,2.107606,-0.318379,0.052872,0.27878,-0.798575,10.618798,-0.852569,-2.458846,0.25715,-0.670972,0.268137
52503,0,10.792326,0.850362,3.702791,0.757264,0.552527,0.330509,13.425635,5.781911,3.399409,0.582325,0.79486,2.520203,9.744941,0.850465,-0.957742,0.754872,-0.900788,0.911431,4.45221,3.018323,-1.589286,0.135613,-0.399171,-0.265046,9.948196,-1.165396,-3.08805,0.291597,-0.573924,0.185395
52504,0,9.085291,0.899701,3.727438,0.533414,0.587316,0.322383,11.992002,3.175694,0.31276,0.333052,0.584959,2.675178,9.590486,2.072288,-2.643269,0.516253,-0.88167,0.813348,6.552214,3.577523,-1.55484,0.006867,-0.897341,0.407414,9.726859,0.780434,-4.179139,0.482256,-0.437739,0.120049
52505,0,7.582779,-0.691622,3.588711,0.42435,0.59567,0.364383,13.076902,2.318107,-0.478739,1.003984,0.540791,2.826537,10.210928,1.773462,-1.487654,0.436715,-0.921839,0.787826,6.259795,2.931173,-0.068728,-0.128177,-0.95984,1.09866,9.083029,0.074356,-4.470609,0.70828,-0.368502,0.025177
52506,0,7.192683,-2.47396,2.934735,0.434993,0.464061,0.362093,13.231572,3.576184,2.258578,1.723141,0.677468,2.875603,10.970176,-0.769949,0.06225,0.547038,-0.84459,0.778899,3.956833,3.869379,0.954633,-0.028612,-1.241515,1.626971,8.9811,-1.963301,-2.883469,1.289776,-0.352943,-0.176357
52507,0,7.152779,-2.820866,3.144222,0.498049,0.269281,0.296174,11.145115,6.456021,3.290145,1.4806,0.901568,2.867804,10.049328,-1.812503,1.458079,0.921154,-0.63722,0.745255,3.221168,4.83268,0.802399,-0.362583,-1.799066,2.184196,9.065259,-1.598142,-1.87672,1.695733,-0.418411,-0.330517
52508,0,7.274652,-2.144764,2.843172,0.539935,0.178643,0.219728,8.595399,7.101477,1.641631,0.748751,0.877739,2.780176,8.346432,-1.66293,1.203752,1.486412,-0.591795,0.743778,4.794325,4.465027,0.117633,-0.824101,-2.268682,2.728576,8.895519,-0.855023,-2.376713,2.030059,-0.464311,-0.398962
52509,0,7.130595,-1.033669,3.173096,0.504572,0.201875,0.178071,6.052635,5.813269,-0.502144,0.121319,0.554062,2.835663,7.885119,0.050422,-0.736758,1.90222,-0.60199,0.677525,7.82734,3.288881,1.308965,-0.874831,-2.346465,3.069405,8.48021,1.198571,-3.193477,2.159396,-0.467747,-0.352041
52510,0,6.650005,-0.727859,3.136346,0.415193,0.19455,0.161362,6.475879,3.338014,-1.050158,-0.377008,0.097514,2.978407,7.77619,2.356065,-1.829738,2.007402,-0.61275,0.51341,8.434095,4.044223,2.464879,-0.210721,-2.118537,3.122121,7.793923,2.897955,-4.851997,2.182633,-0.499335,-0.370467
52511,0,5.873428,-1.259296,2.393049,0.450441,0.162163,0.098419,7.721437,0.506288,0.2193,-0.591037,-0.283272,2.988605,8.156368,4.14844,-0.867084,1.876005,-0.698466,0.367602,7.793744,6.278831,2.929274,0.156236,-1.828129,3.131581,6.642282,2.988451,-5.724269,2.428619,-0.610588,-0.482977
52512,0,5.037108,-1.026813,2.238812,0.628627,0.089035,-0.011902,8.890371,-0.159028,0.414314,-0.31543,-0.40207,2.868744,6.941607,4.532442,-2.252995,1.910111,-0.678324,0.249035,5.983679,7.532719,4.343938,0.442152,-1.910765,3.032112,6.242626,2.916175,-3.827171,2.713764,-0.693806,-0.547194
52513,0,4.574238,-1.430603,2.283722,0.684933,0.03479,-0.076905,7.476163,-0.359888,-0.483394,0.331562,-0.010987,2.638308,6.194235,3.272911,-2.67878,1.660828,-0.638032,0.166632,8.378636,8.650886,4.991767,0.195149,-2.094558,2.737347,9.219053,1.658053,0.556238,2.322392,-0.547408,-0.360284
52514,0,5.489056,-2.970397,2.892854,0.673374,0.010986,-0.052529,6.751137,-2.06542,0.63919,0.88538,0.337626,2.340375,10.474471,6.848065,-0.485068,1.271352,-0.467044,0.261503,10.197444,8.459885,4.804236,0.3722,-1.831931,2.329914,14.738267,2.022221,8.181235,0.803497,-0.228083,0.324901
52515,0,8.81508,-4.498018,2.857196,0.708165,-0.00309,-0.00824,7.051354,-1.775856,2.179665,1.285034,0.508726,2.061915,13.942489,9.756893,2.55509,0.432703,-0.083771,0.482028,9.96821,8.093348,4.819113,0.905522,-1.483147,1.792274,11.666934,3.975791,1.642421,-1.219517,-0.329943,0.936153
52516,0,11.907932,-3.310817,1.436771,0.899056,-0.075188,-0.038453,8.176297,-0.355329,3.523725,1.647614,0.380087,1.8875,8.940935,5.876008,-1.348968,-0.384524,-0.074959,0.573581,8.347394,9.304241,5.98304,1.518156,-1.283651,1.251606,9.4802,-3.298678,-5.117611,-0.943014,-0.388993,0.908681
52517,0,10.552136,-0.054436,0.751953,1.00446,-0.24216,-0.099336,8.686538,1.08646,1.749951,1.29966,0.115019,1.69702,6.640884,0.767246,-3.726493,-0.61421,-0.308536,0.574499,7.17868,11.182994,4.391098,1.452215,-1.238314,0.883987,8.315712,0.234063,-4.786297,-0.302471,-0.167086,0.917826
52518,0,8.535596,0.37687,1.194888,1.108835,-0.248684,-0.121538,7.829111,1.54072,2.551471,0.971182,0.069812,1.515827,11.458332,3.000031,-1.661176,-0.236322,-0.262414,0.587886,7.219062,10.487214,4.305028,0.650954,-0.9231,0.745713,11.215617,1.430398,-2.010274,-0.703939,-0.234952,1.041432
52519,0,9.529293,-1.415718,1.004917,1.311521,-0.27043,-0.157016,6.278785,1.032724,1.89627,0.764142,-0.093386,1.283145,10.754845,4.418216,-0.573812,-0.260812,-0.095215,0.485689,8.52954,10.941607,7.110894,-0.218813,-0.556073,0.605169,10.4428,-0.388774,-2.440334,-0.781878,-0.285079,1.113306
52520,0,11.296622,-2.283378,0.719835,1.308431,-0.359581,-0.112956,6.094006,1.020475,1.007309,0.74594,-0.263791,1.027471,8.862674,0.937971,-0.264814,-0.387842,-0.12497,0.487063,8.648202,1.8318,9.461006,-0.838179,0.079538,0.848136,9.316637,-1.042924,-3.142418,-0.420005,-0.272259,1.055391
52521,0,11.649311,-0.636101,0.049464,1.134015,-0.495309,0.033875,7.741478,0.756248,2.223464,0.598418,-0.328678,0.712746,9.263826,-2.121392,-1.164297,0.125085,-0.167085,0.613864,5.61056,-7.78041,8.0162,1.189298,0.296752,0.707261,9.587902,-1.514273,-3.088705,-0.097505,-0.233348,0.969555
52522,0,10.82963,0.293664,-0.043326,1.030786,-0.532731,0.097276,7.322621,-1.109489,3.221489,0.327989,-0.425951,0.391619,9.722103,-1.365081,-1.208299,0.84596,-0.261387,0.702678,5.118486,-2.390872,4.396925,3.614256,-0.275273,0.377255,9.34154,-1.880591,-3.090799,-0.003662,-0.198671,0.916338
52523,0,10.215473,-0.248472,-0.363243,0.942663,-0.589608,0.092012,7.390116,-4.051637,1.92484,0.040398,-0.640414,0.092011,10.559877,-0.050175,-0.844928,1.190786,-0.238043,0.767688,8.05777,4.830167,1.267285,3.629837,-0.331473,0.570463,9.706093,-2.399872,-2.525103,0.121423,-0.1886,0.842293
52524,0,10.018992,-0.365868,-0.312116,0.889217,-0.550582,0.051614,8.436652,-5.222146,1.940357,0.292054,-0.473215,-0.253717,9.949367,1.52386,-0.76948,1.123493,-0.188374,0.859815,9.372901,5.734405,-1.809432,1.785141,0.171556,1.107845,9.365462,-2.140487,-2.424636,0.258524,-0.203935,0.782554
52525,0,9.600631,-0.163965,-0.381187,0.792969,-0.475163,0.005951,8.469545,-4.640307,3.636856,1.036964,-0.204623,-0.38178,9.321372,2.432889,-0.499221,0.91383,-0.148776,0.975515,10.190178,1.998931,-0.597288,0.162968,0.461095,1.4658,9.546572,-1.252826,-2.473132,0.305445,-0.191805,0.753943
52526,0,9.313021,0.093503,-0.354819,0.689626,-0.388873,-0.016708,8.674145,-4.486807,3.152899,1.50391,-0.263565,-0.280045,8.630264,3.398026,-1.016748,0.590754,-0.173953,1.007325,10.932289,-2.380274,1.398669,0.15347,0.301103,1.527028,9.274309,-0.754871,-2.325737,0.316203,-0.205652,0.775916
52527,0,9.239342,0.464557,-0.018196,0.597385,-0.301553,-0.040741,8.927591,-2.551461,2.987612,1.848983,-0.299275,-0.135961,9.183792,3.187493,-0.994471,0.163881,-0.160562,0.970012,10.894197,-4.909887,1.068828,0.877679,0.210121,1.518457,9.493459,0.11828,-1.961977,0.166742,-0.216982,0.831306
52528,0,9.212164,0.755531,0.347463,0.514872,-0.264817,-0.052643,8.598516,-0.768598,3.751997,1.640221,-0.37206,-0.051958,9.348658,1.078591,-0.950625,-0.079079,-0.142824,0.92824,10.225981,-3.715877,-0.025398,1.445695,0.235418,1.568611,9.125937,-1.086576,-2.849258,0.057679,-0.233118,0.893335
52529,0,9.126245,0.428208,0.185459,0.436822,-0.23758,-0.035248,8.358435,0.489393,4.152429,1.047951,-0.368963,-0.088807,9.514179,-0.897025,-0.789606,0.169374,-0.089608,0.953074,7.975101,-2.485221,-0.324553,1.717304,0.163433,1.716731,9.050199,-2.141178,-2.917141,0.216524,-0.223277,0.884866
52530,0,9.146367,-0.176178,-0.311736,0.369416,-0.227051,-0.011444,7.440851,0.421515,4.361505,0.561679,-0.378344,-0.205423,9.295698,-1.080005,-0.607139,0.586633,-0.097734,0.956511,6.932642,0.01655,-1.418394,1.623243,-0.185981,2.034577,9.272369,-2.22587,-2.751317,0.400205,-0.22877,0.904208
